Source,Target,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle
270,297,1993,STS-57,STS-57,STS-57,STS-57
270,298,1993,STS-57,STS-57,STS-57,STS-57
296,184,1993,STS-57,STS-57,STS-57,STS-57
296,228,1993,STS-57,STS-57,STS-57,STS-57
296,270,1993,STS-57,STS-57,STS-57,STS-57
296,297,1993,STS-57,STS-57,STS-57,STS-57
296,298,1993,STS-57,STS-57,STS-57,STS-57
297,184,1993,STS-57,STS-57,STS-57,STS-57
297,228,1993,STS-57,STS-57,STS-57,STS-57
297,270,1993,STS-57,STS-57,STS-57,STS-57
297,296,1993,STS-57,STS-57,STS-57,STS-57
297,298,1993,STS-57,STS-57,STS-57,STS-57
298,184,1993,STS-57,STS-57,STS-57,STS-57
298,228,1993,STS-57,STS-57,STS-57,STS-57
298,270,1993,STS-57,STS-57,STS-57,STS-57
298,296,1993,STS-57,STS-57,STS-57,STS-57
298,297,1993,STS-57,STS-57,STS-57,STS-57
187,219,1992,STS-50,STS-50,STS-50,STS-50
187,223,1992,STS-50,STS-50,STS-50,STS-50
187,237,1992,STS-50,STS-50,STS-50,STS-50
187,274,1992,STS-50,STS-50,STS-50,STS-50
187,275,1992,STS-50,STS-50,STS-50,STS-50
187,276,1992,STS-50,STS-50,STS-50,STS-50
219,187,1992,STS-50,STS-50,STS-50,STS-50
219,223,1992,STS-50,STS-50,STS-50,STS-50
219,237,1992,STS-50,STS-50,STS-50,STS-50
219,274,1992,STS-50,STS-50,STS-50,STS-50
219,275,1992,STS-50,STS-50,STS-50,STS-50
219,276,1992,STS-50,STS-50,STS-50,STS-50
223,187,1992,STS-50,STS-50,STS-50,STS-50
223,219,1992,STS-50,STS-50,STS-50,STS-50
223,237,1992,STS-50,STS-50,STS-50,STS-50
223,274,1992,STS-50,STS-50,STS-50,STS-50
223,275,1992,STS-50,STS-50,STS-50,STS-50
223,276,1992,STS-50,STS-50,STS-50,STS-50
237,187,1992,STS-50,STS-50,STS-50,STS-50
237,219,1992,STS-50,STS-50,STS-50,STS-50
237,223,1992,STS-50,STS-50,STS-50,STS-50
237,274,1992,STS-50,STS-50,STS-50,STS-50
237,275,1992,STS-50,STS-50,STS-50,STS-50
237,276,1992,STS-50,STS-50,STS-50,STS-50
274,187,1992,STS-50,STS-50,STS-50,STS-50
274,219,1992,STS-50,STS-50,STS-50,STS-50
274,223,1992,STS-50,STS-50,STS-50,STS-50
274,237,1992,STS-50,STS-50,STS-50,STS-50
274,275,1992,STS-50,STS-50,STS-50,STS-50
274,276,1992,STS-50,STS-50,STS-50,STS-50
275,187,1992,STS-50,STS-50,STS-50,STS-50
275,219,1992,STS-50,STS-50,STS-50,STS-50
275,223,1992,STS-50,STS-50,STS-50,STS-50
275,237,1992,STS-50,STS-50,STS-50,STS-50
275,274,1992,STS-50,STS-50,STS-50,STS-50
275,276,1992,STS-50,STS-50,STS-50,STS-50
276,187,1992,STS-50,STS-50,STS-50,STS-50
276,219,1992,STS-50,STS-50,STS-50,STS-50
276,223,1992,STS-50,STS-50,STS-50,STS-50
276,237,1992,STS-50,STS-50,STS-50,STS-50
276,274,1992,STS-50,STS-50,STS-50,STS-50
276,275,1992,STS-50,STS-50,STS-50,STS-50
187,318,1998,STS-89,STS-89,STS-89,STS-89
187,372,1998,STS-89,STS-89,STS-89,STS-89
187,373,1998,STS-89,STS-89,STS-89,STS-89
187,374,1998,STS-89,STS-89,STS-89,STS-89
318,187,1998,STS-89,STS-89,STS-89,STS-89
318,372,1998,STS-89,STS-89,STS-89,STS-89
318,373,1998,STS-89,STS-89,STS-89,STS-89
318,374,1998,STS-89,STS-89,STS-89,STS-89
372,187,1998,STS-89,STS-89,STS-89,STS-89
372,318,1998,STS-89,STS-89,STS-89,STS-89
372,373,1998,STS-89,STS-89,STS-89,STS-89
372,374,1998,STS-89,STS-89,STS-89,STS-89
373,187,1998,STS-89,STS-89,STS-89,STS-89
373,318,1998,STS-89,STS-89,STS-89,STS-89
373,372,1998,STS-89,STS-89,STS-89,STS-89
373,374,1998,STS-89,STS-89,STS-89,STS-89
374,187,1998,STS-89,STS-89,STS-89,STS-89
374,318,1998,STS-89,STS-89,STS-89,STS-89
374,372,1998,STS-89,STS-89,STS-89,STS-89
374,373,1998,STS-89,STS-89,STS-89,STS-89
192,243,1995,STS-74,STS-74,STS-74,STS-74
192,305,1995,STS-74,STS-74,STS-74,STS-74
192,313,1995,STS-74,STS-74,STS-74,STS-74
192,340,1995,STS-74,STS-74,STS-74,STS-74
243,192,1995,STS-74,STS-74,STS-74,STS-74
243,305,1995,STS-74,STS-74,STS-74,STS-74
243,313,1995,STS-74,STS-74,STS-74,STS-74
243,340,1995,STS-74,STS-74,STS-74,STS-74
305,192,1995,STS-74,STS-74,STS-74,STS-74
305,243,1995,STS-74,STS-74,STS-74,STS-74
305,313,1995,STS-74,STS-74,STS-74,STS-74
305,340,1995,STS-74,STS-74,STS-74,STS-74
313,192,1995,STS-74,STS-74,STS-74,STS-74
313,243,1995,STS-74,STS-74,STS-74,STS-74
313,305,1995,STS-74,STS-74,STS-74,STS-74
313,340,1995,STS-74,STS-74,STS-74,STS-74
340,192,1995,STS-74,STS-74,STS-74,STS-74
340,243,1995,STS-74,STS-74,STS-74,STS-74
340,305,1995,STS-74,STS-74,STS-74,STS-74
340,313,1995,STS-74,STS-74,STS-74,STS-74
192,233,1998,STS-88,STS-88,STS-88,STS-88
192,296,1998,STS-88,STS-88,STS-88,STS-88
192,301,1998,STS-88,STS-88,STS-88,STS-88
192,387,1998,STS-88,STS-88,STS-88,STS-88
233,192,1998,STS-88,STS-88,STS-88,STS-88
233,296,1998,STS-88,STS-88,STS-88,STS-88
233,301,1998,STS-88,STS-88,STS-88,STS-88
233,387,1998,STS-88,STS-88,STS-88,STS-88
296,192,1998,STS-88,STS-88,STS-88,STS-88
296,233,1998,STS-88,STS-88,STS-88,STS-88
296,301,1998,STS-88,STS-88,STS-88,STS-88
296,387,1998,STS-88,STS-88,STS-88,STS-88
301,192,1998,STS-88,STS-88,STS-88,STS-88
301,233,1998,STS-88,STS-88,STS-88,STS-88
301,296,1998,STS-88,STS-88,STS-88,STS-88
301,387,1998,STS-88,STS-88,STS-88,STS-88
387,192,1998,STS-88,STS-88,STS-88,STS-88
387,233,1998,STS-88,STS-88,STS-88,STS-88
387,296,1998,STS-88,STS-88,STS-88,STS-88
387,301,1998,STS-88,STS-88,STS-88,STS-88
192,291,2002,STS-110,STS-110,STS-110,STS-110
192,319,2002,STS-110,STS-110,STS-110,STS-110
192,367,2002,STS-110,STS-110,STS-110,STS-110
192,415,2002,STS-110,STS-110,STS-110,STS-110
192,416,2002,STS-110,STS-110,STS-110,STS-110
192,417,2002,STS-110,STS-110,STS-110,STS-110
291,192,2002,STS-110,STS-110,STS-110,STS-110
291,319,2002,STS-110,STS-110,STS-110,STS-110
291,367,2002,STS-110,STS-110,STS-110,STS-110
291,415,2002,STS-110,STS-110,STS-110,STS-110
291,416,2002,STS-110,STS-110,STS-110,STS-110
291,417,2002,STS-110,STS-110,STS-110,STS-110
319,192,2002,STS-110,STS-110,STS-110,STS-110
319,291,2002,STS-110,STS-110,STS-110,STS-110
319,367,2002,STS-110,STS-110,STS-110,STS-110
319,415,2002,STS-110,STS-110,STS-110,STS-110
319,416,2002,STS-110,STS-110,STS-110,STS-110
319,417,2002,STS-110,STS-110,STS-110,STS-110
367,192,2002,STS-110,STS-110,STS-110,STS-110
367,291,2002,STS-110,STS-110,STS-110,STS-110
367,319,2002,STS-110,STS-110,STS-110,STS-110
367,415,2002,STS-110,STS-110,STS-110,STS-110
367,416,2002,STS-110,STS-110,STS-110,STS-110
367,417,2002,STS-110,STS-110,STS-110,STS-110
415,192,2002,STS-110,STS-110,STS-110,STS-110
415,291,2002,STS-110,STS-110,STS-110,STS-110
415,319,2002,STS-110,STS-110,STS-110,STS-110
415,367,2002,STS-110,STS-110,STS-110,STS-110
415,416,2002,STS-110,STS-110,STS-110,STS-110
415,417,2002,STS-110,STS-110,STS-110,STS-110
416,192,2002,STS-110,STS-110,STS-110,STS-110
416,291,2002,STS-110,STS-110,STS-110,STS-110
416,319,2002,STS-110,STS-110,STS-110,STS-110
416,367,2002,STS-110,STS-110,STS-110,STS-110
416,415,2002,STS-110,STS-110,STS-110,STS-110
416,417,2002,STS-110,STS-110,STS-110,STS-110
417,192,2002,STS-110,STS-110,STS-110,STS-110
417,291,2002,STS-110,STS-110,STS-110,STS-110
417,319,2002,STS-110,STS-110,STS-110,STS-110
417,367,2002,STS-110,STS-110,STS-110,STS-110
417,415,2002,STS-110,STS-110,STS-110,STS-110
417,416,2002,STS-110,STS-110,STS-110,STS-110
196,197,1994,STS-60,STS-60,STS-60,STS-60
196,258,1994,STS-60,STS-60,STS-60,STS-60
196,283,1994,STS-60,STS-60,STS-60,STS-60
196,309,1994,STS-60,STS-60,STS-60,STS-60
197,196,1994,STS-60,STS-60,STS-60,STS-60
197,258,1994,STS-60,STS-60,STS-60,STS-60
197,283,1994,STS-60,STS-60,STS-60,STS-60
197,309,1994,STS-60,STS-60,STS-60,STS-60
258,196,1994,STS-60,STS-60,STS-60,STS-60
258,197,1994,STS-60,STS-60,STS-60,STS-60
258,283,1994,STS-60,STS-60,STS-60,STS-60
258,309,1994,STS-60,STS-60,STS-60,STS-60
283,196,1994,STS-60,STS-60,STS-60,STS-60
283,197,1994,STS-60,STS-60,STS-60,STS-60
283,258,1994,STS-60,STS-60,STS-60,STS-60
283,309,1994,STS-60,STS-60,STS-60,STS-60
309,196,1994,STS-60,STS-60,STS-60,STS-60
309,197,1994,STS-60,STS-60,STS-60,STS-60
309,258,1994,STS-60,STS-60,STS-60,STS-60
309,283,1994,STS-60,STS-60,STS-60,STS-60
197,292,1998,STS-91,STS-91,STS-91,STS-91
197,327,1998,STS-91,STS-91,STS-91,STS-91
197,382,1998,STS-91,STS-91,STS-91,STS-91
197,383,1998,STS-91,STS-91,STS-91,STS-91
292,197,1998,STS-91,STS-91,STS-91,STS-91
292,327,1998,STS-91,STS-91,STS-91,STS-91
292,382,1998,STS-91,STS-91,STS-91,STS-91
292,383,1998,STS-91,STS-91,STS-91,STS-91
327,197,1998,STS-91,STS-91,STS-91,STS-91
327,292,1998,STS-91,STS-91,STS-91,STS-91
327,382,1998,STS-91,STS-91,STS-91,STS-91
327,383,1998,STS-91,STS-91,STS-91,STS-91
382,197,1998,STS-91,STS-91,STS-91,STS-91
382,292,1998,STS-91,STS-91,STS-91,STS-91
382,327,1998,STS-91,STS-91,STS-91,STS-91
382,383,1998,STS-91,STS-91,STS-91,STS-91
383,197,1998,STS-91,STS-91,STS-91,STS-91
383,292,1998,STS-91,STS-91,STS-91,STS-91
383,327,1998,STS-91,STS-91,STS-91,STS-91
383,382,1998,STS-91,STS-91,STS-91,STS-91
197,290,2002,STS-111,STS-111,STS-111,STS-111
197,420,2002,STS-111,STS-111,STS-111,STS-111
197,421,2002,STS-111,STS-111,STS-111,STS-111
290,197,2002,STS-111,STS-111,STS-111,STS-111
290,420,2002,STS-111,STS-111,STS-111,STS-111
290,421,2002,STS-111,STS-111,STS-111,STS-111
420,197,2002,STS-111,STS-111,STS-111,STS-111
420,290,2002,STS-111,STS-111,STS-111,STS-111
420,421,2002,STS-111,STS-111,STS-111,STS-111
421,197,2002,STS-111,STS-111,STS-111,STS-111
421,290,2002,STS-111,STS-111,STS-111,STS-111
421,420,2002,STS-111,STS-111,STS-111,STS-111
200,201,1986,STS-51L,STS-51L,explosion,explosion
200,202,1986,STS-51L,STS-51L,explosion,explosion
201,200,1986,STS-51L,STS-51L,explosion,explosion
201,202,1986,STS-51L,STS-51L,explosion,explosion
202,200,1986,STS-51L,STS-51L,explosion,explosion
202,201,1986,STS-51L,STS-51L,explosion,explosion
204,212,1992,11,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
204,268,1992,11,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
204,404,1992,11,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
212,204,2005,11,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
212,268,2005,11,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
212,404,2005,11,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
268,204,1992,11,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
268,212,1992,11,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
268,404,1992,11,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
404,204,2005,11,Soyuz TMA-6,ISS,Soyuz TMA-6
404,212,2005,11,Soyuz TMA-6,ISS,Soyuz TMA-6
404,268,2005,11,Soyuz TMA-6,ISS,Soyuz TMA-6
204,320,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
204,475,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
204,476,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
204,482,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
320,204,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
320,475,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
320,476,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
320,482,1994,17,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
475,204,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
475,320,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
475,476,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
475,482,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
476,204,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
476,320,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
476,475,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
476,482,2008,17,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
482,204,2008,17,STS-124,ISS,STS-126
482,320,2008,17,STS-124,ISS,STS-126
482,475,2008,17,STS-124,ISS,STS-126
482,476,2008,17,STS-124,ISS,STS-126
206,241,1990,8,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
206,268,1990,8,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
206,271,1990,8,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,206,1991,8,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,268,1991,8,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,271,1991,8,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
268,206,2003,8,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
268,241,2003,8,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
268,271,2003,8,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
271,206,2003,8,Soyuz TMA-3,ISS,Soyuz TMA-3
271,241,2003,8,Soyuz TMA-3,ISS,Soyuz TMA-3
271,268,2003,8,Soyuz TMA-3,ISS,Soyuz TMA-3
208,229,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
208,274,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
208,329,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
208,429,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
229,208,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
229,274,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
229,329,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
229,429,1990,6,Soyuz TMï¿½,Mir,Soyuz TMï¿½
274,208,2002,6,STS-113,ISS,Soyuz TMA-1
274,229,2002,6,STS-113,ISS,Soyuz TMA-1
274,329,2002,6,STS-113,ISS,Soyuz TMA-1
274,429,2002,6,STS-113,ISS,Soyuz TMA-1
329,208,2002,6,STSï¿½ï¿,ISS,Soyuz TMAï¿½
329,229,2002,6,STSï¿½ï¿,ISS,Soyuz TMAï¿½
329,274,2002,6,STSï¿½ï¿,ISS,Soyuz TMAï¿½
329,429,2002,6,STSï¿½ï¿,ISS,Soyuz TMAï¿½
429,208,2002,6,STS-113,ISS,Soyuz TMA-1
429,229,2002,6,STS-113,ISS,Soyuz TMA-1
429,274,2002,6,STS-113,ISS,Soyuz TMA-1
429,329,2002,6,STS-113,ISS,Soyuz TMA-1
208,277,1993,12,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
208,305,1993,12,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
208,391,1993,12,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
277,208,1993,12,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
277,305,1993,12,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
277,391,1993,12,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
305,208,2006,12,Soyuz TMA-7,ISS,Soyuz TMA-7
305,277,2006,12,Soyuz TMA-7,ISS,Soyuz TMA-7
305,391,2006,12,Soyuz TMA-7,ISS,Soyuz TMA-7
391,208,2005,12,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
391,277,2005,12,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
391,305,2005,12,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
208,329,1995,19,STSï¿½ï,Mir,Soyuz TMï¿½ï
208,384,1995,19,STSï¿½ï,Mir,Soyuz TMï¿½ï
208,493,1995,19,STSï¿½ï,Mir,Soyuz TMï¿½ï
329,208,1995,19,STSï¿½ï,Mir,Soyuz TMï¿½ï
329,384,1995,19,STSï¿½ï,Mir,Soyuz TMï¿½ï
329,493,1995,19,STSï¿½ï,Mir,Soyuz TMï¿½ï
384,208,2009,19,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
384,329,2009,19,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
384,493,2009,19,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
493,208,2009,19,Soyuz TMA-14,ISS,Soyuz TMA-14
493,329,2009,19,Soyuz TMA-14,ISS,Soyuz TMA-14
493,384,2009,19,Soyuz TMA-14,ISS,Soyuz TMA-14
210,241,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
210,426,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
210,455,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
210,460,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,210,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,426,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,455,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
241,460,1994,15,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
426,210,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
426,241,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
426,455,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
426,460,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
455,210,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
455,241,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
455,426,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
455,460,2007,15,Soyuz TMAï¿½ï,ISS,Soyuz TMAï¿½ï
460,210,2007,15,STS-117,ISS,STS-120
460,241,2007,15,STS-117,ISS,STS-120
460,426,2007,15,STS-117,ISS,STS-120
460,455,2007,15,STS-117,ISS,STS-120
212,251,1991,9,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
212,384,1991,9,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
212,435,1991,9,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
251,212,1991,9,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
251,384,1991,9,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
251,435,1991,9,Soyuz TMï¿½ï,Mir,Soyuz TMï¿½ï
384,212,2004,9,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
384,251,2004,9,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
384,435,2004,9,Soyuz TMAï¿½,ISS,Soyuz TMAï¿½
435,212,2004,9,Soyuz TMA-4,ISS,Soyuz TMA-4
435,251,2004,9,Soyuz TMA-4,ISS,Soyuz TMA-4
435,384,2004,9,Soyuz TMA-4,ISS,Soyuz TMA-4
214,219,1990,STS-41,STS-41,STS-41,STS-41
214,233,1990,STS-41,STS-41,STS-41,STS-41
214,234,1990,STS-41,STS-41,STS-41,STS-41
214,235,1990,STS-41,STS-41,STS-41,STS-41
219,214,1990,STS-41,STS-41,STS-41,STS-41
219,233,1990,STS-41,STS-41,STS-41,STS-41
219,234,1990,STS-41,STS-41,STS-41,STS-41
219,235,1990,STS-41,STS-41,STS-41,STS-41
233,214,1990,STS-41,STS-41,STS-41,STS-41
233,219,1990,STS-41,STS-41,STS-41,STS-41
233,234,1990,STS-41,STS-41,STS-41,STS-41
233,235,1990,STS-41,STS-41,STS-41,STS-41
234,214,1990,STS-41,STS-41,STS-41,STS-41
234,219,1990,STS-41,STS-41,STS-41,STS-41
234,233,1990,STS-41,STS-41,STS-41,STS-41
234,235,1990,STS-41,STS-41,STS-41,STS-41
235,214,1990,STS-41,STS-41,STS-41,STS-41
235,219,1990,STS-41,STS-41,STS-41,STS-41
235,233,1990,STS-41,STS-41,STS-41,STS-41
235,234,1990,STS-41,STS-41,STS-41,STS-41
214,226,1992,STS-52,STS-52,STS-52,STS-52
214,249,1992,STS-52,STS-52,STS-52,STS-52
214,254,1992,STS-52,STS-52,STS-52,STS-52
214,257,1992,STS-52,STS-52,STS-52,STS-52
214,286,1992,STS-52,STS-52,STS-52,STS-52
226,214,1992,STS-52,STS-52,STS-52,STS-52
226,249,1992,STS-52,STS-52,STS-52,STS-52
226,254,1992,STS-52,STS-52,STS-52,STS-52
226,257,1992,STS-52,STS-52,STS-52,STS-52
226,286,1992,STS-52,STS-52,STS-52,STS-52
249,214,1992,STS-52,STS-52,STS-52,STS-52
249,226,1992,STS-52,STS-52,STS-52,STS-52
249,254,1992,STS-52,STS-52,STS-52,STS-52
249,257,1992,STS-52,STS-52,STS-52,STS-52
249,286,1992,STS-52,STS-52,STS-52,STS-52
254,214,1992,STS-52,STS-52,STS-52,STS-52
254,226,1992,STS-52,STS-52,STS-52,STS-52
254,249,1992,STS-52,STS-52,STS-52,STS-52
254,257,1992,STS-52,STS-52,STS-52,STS-52
254,286,1992,STS-52,STS-52,STS-52,STS-52
257,214,1992,STS-52,STS-52,STS-52,STS-52
257,226,1992,STS-52,STS-52,STS-52,STS-52
257,249,1992,STS-52,STS-52,STS-52,STS-52
257,254,1992,STS-52,STS-52,STS-52,STS-52
257,286,1992,STS-52,STS-52,STS-52,STS-52
286,214,1992,STS-52,STS-52,STS-52,STS-52
286,226,1992,STS-52,STS-52,STS-52,STS-52
286,249,1992,STS-52,STS-52,STS-52,STS-52
286,254,1992,STS-52,STS-52,STS-52,STS-52
286,257,1992,STS-52,STS-52,STS-52,STS-52
218,219,1994,STS-64,STS-64,STS-64,STS-64
218,237,1994,STS-64,STS-64,STS-64,STS-64
218,246,1994,STS-64,STS-64,STS-64,STS-64
218,288,1994,STS-64,STS-64,STS-64,STS-64
218,317,1994,STS-64,STS-64,STS-64,STS-64
219,218,1994,STS-64,STS-64,STS-64,STS-64
219,237,1994,STS-64,STS-64,STS-64,STS-64
219,246,1994,STS-64,STS-64,STS-64,STS-64
219,288,1994,STS-64,STS-64,STS-64,STS-64
219,317,1994,STS-64,STS-64,STS-64,STS-64
237,218,1994,STS-64,STS-64,STS-64,STS-64
237,219,1994,STS-64,STS-64,STS-64,STS-64
237,246,1994,STS-64,STS-64,STS-64,STS-64
237,288,1994,STS-64,STS-64,STS-64,STS-64
237,317,1994,STS-64,STS-64,STS-64,STS-64
246,218,1994,STS-64,STS-64,STS-64,STS-64
246,219,1994,STS-64,STS-64,STS-64,STS-64
246,237,1994,STS-64,STS-64,STS-64,STS-64
246,288,1994,STS-64,STS-64,STS-64,STS-64
246,317,1994,STS-64,STS-64,STS-64,STS-64
288,218,1994,STS-64,STS-64,STS-64,STS-64
288,219,1994,STS-64,STS-64,STS-64,STS-64
288,237,1994,STS-64,STS-64,STS-64,STS-64
288,246,1994,STS-64,STS-64,STS-64,STS-64
288,317,1994,STS-64,STS-64,STS-64,STS-64
317,218,1994,STS-64,STS-64,STS-64,STS-64
317,219,1994,STS-64,STS-64,STS-64,STS-64
317,237,1994,STS-64,STS-64,STS-64,STS-64
317,246,1994,STS-64,STS-64,STS-64,STS-64
317,288,1994,STS-64,STS-64,STS-64,STS-64
225,274,1995,STS-73,STS-73,STS-73,STS-73
225,335,1995,STS-73,STS-73,STS-73,STS-73
225,336,1995,STS-73,STS-73,STS-73,STS-73
225,337,1995,STS-73,STS-73,STS-73,STS-73
225,338,1995,STS-73,STS-73,STS-73,STS-73
225,339,1995,STS-73,STS-73,STS-73,STS-73
274,225,1995,STS-73,STS-73,STS-73,STS-73
274,335,1995,STS-73,STS-73,STS-73,STS-73
274,336,1995,STS-73,STS-73,STS-73,STS-73
274,337,1995,STS-73,STS-73,STS-73,STS-73
274,338,1995,STS-73,STS-73,STS-73,STS-73
274,339,1995,STS-73,STS-73,STS-73,STS-73
335,225,1995,STS-73,STS-73,STS-73,STS-73
335,274,1995,STS-73,STS-73,STS-73,STS-73
335,336,1995,STS-73,STS-73,STS-73,STS-73
335,337,1995,STS-73,STS-73,STS-73,STS-73
335,338,1995,STS-73,STS-73,STS-73,STS-73
335,339,1995,STS-73,STS-73,STS-73,STS-73
336,225,1995,STS-73,STS-73,STS-73,STS-73
336,274,1995,STS-73,STS-73,STS-73,STS-73
336,335,1995,STS-73,STS-73,STS-73,STS-73
336,337,1995,STS-73,STS-73,STS-73,STS-73
336,338,1995,STS-73,STS-73,STS-73,STS-73
336,339,1995,STS-73,STS-73,STS-73,STS-73
337,225,1995,STS-73,STS-73,STS-73,STS-73
337,274,1995,STS-73,STS-73,STS-73,STS-73
337,335,1995,STS-73,STS-73,STS-73,STS-73
337,336,1995,STS-73,STS-73,STS-73,STS-73
337,338,1995,STS-73,STS-73,STS-73,STS-73
337,339,1995,STS-73,STS-73,STS-73,STS-73
338,225,1995,STS-73,STS-73,STS-73,STS-73
338,274,1995,STS-73,STS-73,STS-73,STS-73
338,335,1995,STS-73,STS-73,STS-73,STS-73
338,336,1995,STS-73,STS-73,STS-73,STS-73
338,337,1995,STS-73,STS-73,STS-73,STS-73
338,339,1995,STS-73,STS-73,STS-73,STS-73
339,225,1995,STS-73,STS-73,STS-73,STS-73
339,274,1995,STS-73,STS-73,STS-73,STS-73
339,335,1995,STS-73,STS-73,STS-73,STS-73
339,336,1995,STS-73,STS-73,STS-73,STS-73
339,337,1995,STS-73,STS-73,STS-73,STS-73
339,338,1995,STS-73,STS-73,STS-73,STS-73
226,271,1995,STS-63,STS-63,STS-63,STS-63
226,293,1995,STS-63,STS-63,STS-63,STS-63
226,298,1995,STS-63,STS-63,STS-63,STS-63
226,324,1995,STS-63,STS-63,STS-63,STS-63
271,226,1995,STS-63,STS-63,STS-63,STS-63
271,293,1995,STS-63,STS-63,STS-63,STS-63
271,298,1995,STS-63,STS-63,STS-63,STS-63
271,324,1995,STS-63,STS-63,STS-63,STS-63
